1,5547,16249,14289,14265,17538,0,0,0,67888
2,682,376,207,142,389,0,0,9726,23044
3,41,0,48,20,47,0,0,5290,16338
4,1,0,13,4,20,0,0,3376,13656
5,0,0,3,0,5,0,0,2692,13500
6,0,0,2,0,2,0,0,1880,11304
7,0,0,0,0,0,0,0,1257,8799
8,0,0,0,0,1,0,0,802,6424
9,0,0,0,0,0,0,0,533,4797
10,0,0,0,0,0,0,0,346,3460
11,0,0,0,0,0,0,0,295,3245
12,0,0,0,0,0,0,0,185,2220
13,0,0,0,0,0,0,0,179,2327
14,0,0,0,0,0,0,0,101,1414
15,0,0,0,0,0,0,0,63,945
16,0,0,0,0,0,0,0,47,752
17,0,0,0,0,0,0,0,42,714
18,0,0,0,0,0,0,0,33,594
19,0,0,0,0,0,0,0,21,399
20,0,0,0,0,0,0,0,27,540
21,0,0,0,0,0,0,0,31,651
22,0,0,0,0,0,0,0,14,308
23,0,0,0,0,0,0,0,23,529
24,0,0,0,0,0,0,0,17,408
25,0,0,0,0,0,0,0,26,650
26,0,0,0,0,0,0,0,23,598
27,0,0,0,0,0,0,0,21,567
28,0,0,0,0,0,0,0,8,224
29,0,0,0,0,0,0,0,10,290
30,0,0,0,0,0,0,0,7,210
31,0,0,0,0,0,0,0,20,620
32,0,0,0,0,0,0,0,17,544
33,0,0,0,0,0,0,0,13,429
34,0,0,0,0,0,0,0,8,272
35,0,0,0,0,0,0,0,3,105
36,0,0,0,0,0,0,0,4,144
37,0,0,0,0,0,0,0,3,111
38,0,0,0,0,0,0,0,3,114
42,0,0,0,0,0,0,0,1,42
43,0,0,0,0,0,0,0,1,43
46,0,0,0,0,0,0,0,2,92
47,0,0,0,0,0,0,0,2,94
48,0,0,0,0,0,0,0,2,96
50,0,0,0,0,0,0,0,4,200
52,0,0,0,0,0,0,0,2,104
53,0,0,0,0,0,0,0,2,106
54,0,0,0,0,0,0,0,2,108
